premio_effet_anno_incorso,eta_polizza,bonus_malus
679.44,10,1F
696.25,11,1G
696.25,12,1G
841.8602,7,08
863.2018,7,07
862.4975,8,06
768.84,4,10
743.34,5,09
759.0,6,08
646.5825,9,05
662.4342,10,04
678.2345,7,03
204.0327,11,1F
212.1697,7,1G
223.33417000000003,7,1H
943.68,1,13
988.98,2,12
1009.71,3,11
775.59,3,09
1181.2657,4,11
1180.1189,5,11
344.24,1,1A
394.1,2,1B
414.02,3,1C
498.6848,8,1A
518.7080000000001,7,1B
539.2989,8,1C
491.53,6,1C
527.22,7,1D
554.05,7,1E
706.8581,4,05
734.9874,5,04
770.4534,6,03
761.0052,1,10
812.5361,2,09
845.0559699999999,3,08
787.6410000000001,5,1B
834.0631,6,1C
874.7015,7,1B
473.0687,6,06
519.4084,7,05
518.9041,8,05
549.4432,7,01
595.7829,8,1A
619.5609,7,1B
403.86300000000006,7,01
450.4499,8,1A
468.69922,9,1B
487.8389,7,1F
507.3677,8,1G
527.1669999999999,9,1H
385.32300000000004,2,08
421.9086,3,07
442.62435999999997,4,06
259.0244,0,1B
288.3073,1,1C
301.81597999999997,2,1D
246.3245,0,01
252.8238,1,1A
264.772,2,1B
285.8559,0,1F
367.9881,1,1G
384.67107999999996,2,1H
818.0672,1,11
850.5843,2,10
1017.0739,3,12
471.77,7,1B
499.41,7,1C
519.74,8,1D
234.03,11,1F
256.7,12,1G
266.05,7,1H
314.3045,10,1D
338.7052,11,1E
346.4849,12,1F
671.1995,1,07
717.5598,2,06
746.09705,3,05
296.7224,1,02
308.9176,2,01
308.61768,3,1A
473.3262,1,05
492.031,2,04
511.85547,3,03
461.9447,1,02
480.6495,2,01
500.48502,3,1A
303.36,1,1F
315.56,2,1G
328.97,3,1H
465.2613,8,1F
511.5804,9,1G
531.4065,7,1H
290.4703,1,1B
301.8621,2,1C
314.5653,3,1D
503.361,4,1C
523.7653,5,1D
536.68524,6,1E
436.3595,1,01
453.4472,2,1A
453.00695999999994,3,1B
657.8198,2,06
674.3925,3,05
690.5310000000001,4,04
477.8788,2,1C
497.5621,3,1D
507.31757000000005,4,1E
340.724,5,1F
391.9459,6,1G
391.56537000000003,7,1H
389.9168,11,1C
405.3668,12,1D
413.10233,7,1E
554.6859,1,1C
570.9187,2,1D
582.55804,3,1E
362.58,1,02
371.52,2,01
380.87,3,1A
686.61,1,1E
693.04,2,1F
707.49,3,1G
273.9491,1,01
284.5272,2,1A
291.54657000000003,3,1B
340.0,1,1B
380.65,2,1C
390.0,3,1D
553.5838,4,1E
575.5228,5,1F
574.96405,6,1G
586.1112,1,05
609.6776,2,04
624.5207,3,03
438.3886,9,1E
478.2187,10,1F
497.26425,7,1G
573.28,1,09
596.05,2,08
596.05,3,07
422.47,1,05
439.54,2,04
450.52,3,03
526.18,6,1B
547.3,7,1C
547.3,7,1C
374.44,6,1F
389.48,7,1G
405.74,8,1H
429.8602,1,1F
457.5054,2,1G
476.5402,3,1H
337.05,5,1D
351.9,6,1E
365.32,6,1F
397.27,14,1F
413.12,7,1G
430.19,7,1H
607.72,5,10
631.6578,1,12
656.8825,2,11
656.24475,3,11
772.3249,2,12
732.4845,3,11
736.6508,4,10
212.9628,2,1B
244.6868,3,1C
244.44922999999997,4,1D
406.21,6,1D
451.33,7,1E
451.33,7,1F
93.9,1,FR
98.36,2,12
102.83,3,11
340.3841,8,1A
374.5389,9,01
392.8722,7,1A
587.2957,7,01
601.9217,7,1A
625.7246,7,1B
293.0453,6,1E
304.4268,7,1F
311.43712999999997,8,1G
418.46,11,1F
435.03,12,1G
452.7,13,1H
1146.7196,2,14
511.7349,6,01
524.7438,7,1A
551.0295,8,1B
697.5366,1,13
1183.7069,2,15
1213.4276,3,14
372.35,5,1D
387.11,6,1E
402.84,7,1F
809.8684,3,05
442.3232,7,1B
460.204,8,1C
478.43355999999994,9,1D
592.8062,4,05
607.4425,5,04
632.0221,6,03
306.41,0,1A
315.33,1,1B
327.12,2,1C
1021.2347,7,05
993.6307,8,04
1028.4443,9,03
354.47,6,1F
365.06,7,1G
382.07,7,1H
358.7,7,1E
367.78,7,1F
386.55,6,1G
570.7127,7,04
593.4654,8,03
622.9463,9,02
696.6199,1,13
713.7076,2,12
727.6368,3,11
318.3215,7,1A
349.9631,7,01
367.0443,7,1A
367.6482,1,01
376.7431,2,1A
391.90494,3,1B
430.9829,1,03
531.7787,2,05
553.2007,3,04
308.93,14,1F
321.12,15,1G
337.79,16,1H
144.92,1,1D
150.61,2,1E
158.33,3,1F
310.38,8,01
294.29,9,1A
308.52,10,1B
491.4027,1,03
540.1629,2,05
511.23807,3,04
503.05,0,04
498.98,1,03
509.55,2,02
307.0018,9,1F
340.3223,10,1G
370.8413,7,1F
165.91,13,1F
225.76,14,1G
233.96,15,1H
449.2757,7,02
467.1668,7,01
466.71322999999995,8,01
539.9157,1,11
561.865,2,10
584.8630400000001,3,09
200.63,10,1F
208.76,11,1G
217.7,12,1H
342.0527,6,1E
355.8444,7,1F
370.1313,7,1G
382.13,1,02
397.58,2,01
414.24454,3,1A
353.07,14,1D
367.3,15,1E
407.13,7,1D
334.8942,1,03
347.9134,2,02
365.42877000000004,3,01
585.0503,1,13
599.6557,2,12
611.26715,3,11
592.7444,11,07
592.7444,12,06
622.2157,13,05
750.7361,1,13
780.8224,2,12
796.3328,3,11
260.2089,7,1F
299.2253,8,1G
314.38007000000005,7,1H
463.7678,1,07
475.1493,2,06
499.04443,3,05
244.54,1,1E
254.29,2,1F
267.3,3,1G
442.2923,1,01
460.1628,2,1A
483.30072,3,1B
230.87,9,1F
258.52,10,1G
271.52,7,1H
291.28,1,1F
303.07,2,1G
318.52,3,1H
279.3463,1,01
290.7278,2,1A
305.06763,3,1B
348.4696,7,1B
357.3997,8,1C
374.92645,7,1D
249.1261,1,1A
274.3508,2,01
287.88333,3,1A
335.9448,1,1A
349.7468,2,1B
367.29126,3,1C
400.4949,7,03
410.2387,8,02
430.9658,9,01
351.7141,8,01
360.6442,9,1A
378.9807,10,1B
293.7457,1,1A
312.4402,2,1B
328.39505,3,1C
549.9273,6,1B
563.7602,7,1C
563.2128,8,1C
432.49699999999996,4,1D
447.94699999999995,5,1E
463.73944000000006,6,1F
322.72,6,1A
335.73,7,1B
335.73,8,1C
626.7,6,1B
642.55,7,1C
668.97,7,1D
1093.6643,2,12
1203.4005,3,14
1202.2322,4,16
743.6,7,08
773.21,7,07
773.21,7,07
779.8336,3,08
783.0884,4,07
798.57605,5,06
494.54,11,1D
514.46,12,1E
535.59,13,1F
479.8461,10,04
479.8461,11,03
498.8798,6,02
617.0524,7,08
641.4325,7,07
666.7919999999999,8,06
400.361,8,1F
423.2991,7,1G
443.2726,8,1H
471.5855,1,1A
474.0472,2,1B
483.311,3,1C
485.6656,1,01
505.1738,2,1A
517.6899,3,1B
336.2641,1,03
350.0661,2,02
358.67852999999997,3,01
467.5479,11,05
478.9191,12,04
480.91345,13,03
446.55,1,1C
491.67,2,1D
479.07,3,1E
540.9457,1,1A
587.2854,2,1B
586.7152,3,1C
398.4452,1,1C
414.7089,2,1D
411.88812,3,1E
609.8321,6,02
625.2615,7,01
608.4271,7,1A
436.6891,1,02
453.7459,2,01
453.32595999999995,3,1A
371.9845,7,02
361.42699999999996,8,01
378.13693,7,1A
608.1841,6,03
623.6444,7,02
753.00165,7,04
280.85,7,1F
305.7,8,1G
313.47,9,1H
681.3656,1,09
698.443,2,08
696.9623,3,07
373.6,6,1D
388.64,7,1E
428.47,8,1D
456.45,14,1F
467.83,7,1G
486.94,8,1H
574.8636,7,02
589.4999,7,01
613.284,8,1A
304.8182,12,1E
316.9207,13,1F
329.95914,7,1G
457.21,7,1E
500.02,8,1F
499.91,7,1G
315.17,6,1F
318.12,7,1G
329.91,6,1H
475.18,9,1C
494.31,7,1D
494.36,8,1E
730.1464,7,10
841.5306,7,12
753.0222,7,11
389.61,5,06
384.75,6,05
392.88,7,04
263.8036,5,1F
274.3817,6,1G
280.6083,7,1H
473.9442,7,04
492.6387,7,03
589.65814,8,05
399.17,1,02
415.03,2,01
436.16,3,1A
1027.56,1,13
1053.17,2,12
1064.55,3,11
304.0251,1,01
316.2306,2,1A
332.1612,3,1B
422.8665,11,05
469.2268,12,04
492.30447000000004,13,03
411.3511,1,1A
452.7983,2,1B
475.12018,3,1C
1670.7115,1,14
1670.7115,2,14
823.2481,1,11
855.7755,2,10
890.6818,3,09
451.33,6,08
469.22,7,07
469.22,8,07
578.2214,8,1A
569.2604,9,1B
595.53375,10,1C
589.7162,5,03
1279.6309,1,14
732.3094,5,09
751.0039,6,08
781.1242,7,07
702.38,10,1D
737.57,11,1C
765.0,12,1D
540.8015,1,06
562.7714,2,05
590.6357,3,04
555.3451,1,10
655.3478,2,12
661.9969,3,11
577.2017,1,13
599.9853,2,12
606.6984,3,11
338.3447,1,1E
406.1599,2,1C
416.08643,3,1D
296.95,1,1B
308.74,2,1C
308.75,3,1D
355.35,1,04
369.1623,2,03
366.38574,3,02
854.1378,3,11
875.2837,4,10
910.16077,5,09
311.5544,1,01
323.6878,2,1A
331.51294,3,1B
419.45,0,01
415.39,1,1A
423.92,2,1B
897.9437,0,14
929.2042,1,13
920.3376,2,12
220.8114,7,1C
260.6415,7,1D
270.94597999999996,7,1E
215.65,9,1F
254.27,7,1G
285.98,7,1F
189.37,9,1F
223.51,7,1G
232.87,7,1H
110.2512,11,1F
165.5313,7,1E
171.86359,7,1F
268.11,7,1F
316.48,7,1G
329.5,7,1H
218.8441,14,1F
257.8811,15,1G
268.18826,6,1H
162.95,11,1F
192.22,12,1G
199.94,7,1H
352.07,7,1F
402.07,7,1G
418.74,7,1H
392.9244,3,1A
402.6785,4,1B
402.28754,5,1C
512.9709,9,1D
533.3031,10,1E
545.7713,11,1F
303.65,1,1A
270.87,1,1B
281.85,2,1C
293.64,3,1D
423.6493,1,02
440.7267,2,01
527.1979,3,03
362.56,6,01
404.84,7,03
421.51,7,02
375.5895,9,1F
420.3121,10,1G
436.94427,11,1H
478.1157,1,01
497.6342,2,1A
518.2661,3,1B
671.4982,7,09
698.34,7,08
697.68256,7,07
370.0584,7,1E
398.5482,8,1F
414.39886,7,1G
955.0366,3,09
955.0366,4,09
766.8659,2,03
736.0071,3,02
750.7378,4,01
510.7255,7,1C
521.3036,8,1D
531.35504,7,1E
686.2272,7,07
713.8827,7,06
743.2364,8,05
880.66,9,05
880.56,10,04
913.9,7,03
473.6,7,1A
492.67,7,1B
513.18,7,1C
547.9085,4,10
547.9085,5,09
547.3765,6,08
604.2,8,11
619.24,7,10
645.26,8,09
409.14,8,1F
425.41,9,1G
443.29,10,1H
640.87,0,14
663.23,1,13
668.52,2,12
471.5855,0,06
482.1636,1,05
500.3821,2,04
1088.95,0,14
1127.15,1,13
1136.09,2,12
519.74,8,02
519.74,9,01
532.75,10,1A
395.0874,1,05
410.5374,2,04
420.69635,3,03
574.946,8,1B
576.5425,9,1C
597.1081,6,1D
543.07,6,09
551.3,7,08
577.13,8,07
389.82,7,1F
405.27,7,1G
425.19,7,1H
248.4669,12,1E
281.7874,13,1F
296.1359,14,1G
376.65,7,01
386.0,8,1A
405.51,9,1B
211.3457,8,1F
236.5395,9,1G
248.5035,10,1H
912.9714,4,16
978.8193,5,15
977.8689999999999,6,15
413.52,1,06
423.78,2,05
444.1,3,04
410.4138,1,1A
472.1932,2,01
496.10147,3,1A
860.53,1,08
882.07,2,07
917.03,3,06
503.8,1,02
524.13,2,01
550.95,3,1A
521.0976,1,08
542.2435,2,07
569.32513,3,06
250.29,1,1A
279.15,2,1B
293.38,3,1C
233.2847,1,1A
268.2429,2,1B
281.79166000000004,3,1C
298.3601,6,05
305.6731,7,04
321.59337999999997,8,03
347.11,8,1B
355.65,7,1C
355.25,8,1D
344.51,10,1C
358.33,11,1D
357.93,12,1E
403.348,1,02
419.5602,2,01
413.85352,3,1A
472.4713,8,1D
468.7427,9,1E
490.05096,7,1F
487.3445,1,09
631.2355,2,11
643.6189,3,10
394.3,1,1A
433.54,2,1B
451.26,3,1C
293.6,10,1B
328.97,7,1C
337.11,8,1D
450.0585,13,1F
467.9908,14,1G
478.88632,7,1H
342.8664,7,1C
389.23699999999997,8,1D
398.59344,9,1E
437.0084,1,1B
454.0652,2,1C
465.0051,3,1D
306.23,1,1E
330.22,2,1F
338.35,3,1G
1102.3987,9,12
1130.0542,10,11
1142.756,11,10
375.1,7,1B
375.1,7,1B
437.29,7,1D
140.59,5,1E
165.79,6,1F
174.33,7,1G
160.1032,5,1A
188.5415,6,1B
195.67463999999998,7,1C
653.4217,10,04
647.2623,11,03
670.21857,6,02
603.0238,7,06
618.4738,8,05
739.69666,7,07
222.47,11,1D
262.8,12,1E
272.56,7,1F
428.9538,15,02
439.501,16,01
439.0743,17,1A
310.39,1,1E
334.78,2,1F
314.87,3,1G
734.6372,3,11
807.8084,4,13
966.2310000000001,5,15
375.58,9,1F
415.82,7,1G
415.82,8,1H
393.1613,7,1B
393.1613,8,1C
407.41196,9,1D
420.12,7,1F
465.24,8,1G
484.35,9,1H
428.2225,13,01
498.9732,14,03
517.15485,7,02
420.1267,12,1E
437.1835,13,1F
454.6225,14,1G
544.5095,5,05
566.4382,6,04
589.46265,7,03
309.74,10,1E
317.46,7,1F
330.47,8,1G
216.7429,13,1C
225.6833,14,1D
234.4062,15,1E
448.1427,11,1A
466.0338,7,1B
485.0603,7,1C
494.091,8,02
506.2862,7,01
474.13232,8,1A
351.3845,10,1E
373.3338,7,1F
388.40634,8,1G
280.19,8,1F
291.58,9,1G
306.62,6,1H
445.2999,1,04
452.4172,2,03
473.8442,3,02
621.1003,2,12
646.3044,3,11
659.50665,4,10
266.8215,1,1A
279.8304,2,1B
317.7552,3,1A
319.6914,6,1F
332.7106,7,1G
349.42783,8,1H
511.3538,1,10
531.6654,2,09
531.14923,3,09
523.7653,1,08
544.9112,2,07
572.79285,3,06
252.43,1,1A
273.97,6,1F
284.94,7,1G
299.58,7,1H
369.8833,3,03
416.223,4,02
415.8189,5,01
257.95,1,03
274.62,2,02
288.84,3,01
307.43,6,01
319.62,7,1A
336.29,7,1B
249.7,7,1F
272.47,7,1G
286.7,7,1H
223.88,4,1D
238.03,5,1E
249.41,6,1F
301.33,1,1D
337.51,2,1E
319.63,3,1F
397.33,2,03
413.26,3,02
434.75,4,01
380.31,1,1A
389.67,2,1B
410.0,3,1C
610.5428,7,06
625.1585,7,05
647.31305,8,04
1022.51,7,12
1048.11,7,11
1070.27,7,10
1109.7323,9,12
1156.0616,10,11
1098.9205,11,10
1035.7474,5,12
1061.7446,6,11
1020.11975,7,10
795.9119,8,12
827.6153,9,11
891.79315,6,13
331.47,1,1A
344.59,2,1B
337.23,3,1C
361.0047,5,01
375.64099999999996,6,1A
390.7113,7,1B
422.9489,1,1A
440.0057,2,1B
439.5991,3,1C
323.5848,6,1F
362.0656,7,1G
373.1257,7,1H
233.398,10,1F
268.0266,11,1G
278.9619,7,1H
479.13,3,1B
491.18,4,1C
491.31,5,1D
431.5082,13,1B
442.2202,14,1C
441.89377,15,1D
303.64,12,1F
340.23,13,1G
348.76,14,1H
840.6242,10,14
861.7495,11,13
871.48065,12,12
295.61,10,1F
331.3819,11,1G
339.1687,12,1H
493.164,11,03
505.3695,12,02
517.88544,13,01
409.74,4,1D
426.0,5,1E
436.56,6,1F
598.0695,7,04
702.1098,7,06
636.46735,7,02
279.37,7,1F
323.27,7,1G
323.27,8,1G
367.7306,7,1E
396.1586,7,1F
405.5289,7,1G
447.33,7,1A
458.31,8,1B
469.69,9,1C
254.29,13,1F
289.66,14,1G
289.66,15,1H
282.63,1,1F
311.5,2,1G
324.5,3,1H
461.9447,1,1A
487.1694,2,1B
506.9883,3,1C
386.38,1,1B
404.67,2,1C
421.34,3,1D
516.2257,1,1D
547.9497,2,1E
575.02576,3,1F
278.84,1,02
289.82,2,01
289.42,3,1A
506.0081,6,01
510.0251,7,1A
520.0669,7,1B
373.0557,6,1F
385.7659,7,1G
419.33807,7,1F
385.93,7,1F
401.38,8,1G
421.3,9,1H
594.5469,2,03
609.1626,3,02
608.57117,4,01
732.9583,8,06
769.7808,9,08
785.36365,6,07
436.5346,1,05
453.6223,2,04
471.86852999999996,3,03
667.89,6,08
694.71,7,07
552.9246,6,03
566.7266,7,02
589.7405,7,01
469.9684,1,14
474.8506,2,13
478.43355999999994,3,12
440.7061,8,05
458.5869,9,04
476.81802000000005,10,03
740.69,1,13
759.13,2,12
755.14,3,11
670.12,7,02
686.96,7,01
715.11,7,1A
851.3465,0,14
881.5461,1,13
873.0345,2,12
1107.6722,0,14
1111.7614,1,13
1118.7905,2,12
393.32,11,03
373.15,12,02
391.03,13,01
548.31,11,1D
527.22,12,1E
580.07,6,1D
383.7162,5,06
383.7162,6,05
402.00973999999997,7,04
227.22,4,1A
232.91,5,1B
232.91,6,1C
489.86,6,04
495.94,7,03
514.89,7,02
344.58,1,1B
358.51,2,1C
336.01,3,1D
504.8545,6,1B
517.8634,7,1C
517.3606,7,1C
333.53,1,1D
346.95,2,1E
343.3,3,1F
592.3633,3,11
592.3633,4,10
591.7882,5,09
428.9,4,03
417.89,5,02
433.57,6,01
607.5455,15,1C
622.8204,16,1D
648.53754,6,1E
415.5638,13,1F
426.3376,14,1G
442.3671,15,1H
229.0617,1,1F
256.7069,2,1G
269.44366,3,1H
267.1202,1,1E
307.7846,2,1F
322.0976,3,1G
185.8635,1,1C
267.9957,2,1D
279.8983,3,1E
598.05,5,07
613.09,6,06
638.7,7,05
670.5197,1,12
697.3512,2,11
704.8033,3,10
341.19,1,05
355.02,2,04
370.06,3,03
393.22,1,03
425.75,2,02
427.38,3,01
371.3459,7,1B
385.9925,8,1C
405.10703,7,1D
440.4383,9,03
440.4383,7,02
458.7076,7,01
372.87,1,1B
387.91,2,1C
389.55,3,1D
331.1862,2,05
380.791,3,04
396.66922,4,03
303.49,14,1F
309.58,15,1G
322.58,7,1H
362.49,14,1F
377.13,15,1G
392.98,7,1H
442.39,1,10
460.27,2,09
460.27,3,08
305.59,9,1F
342.17,10,1G
356.39,11,1H
881.268,1,13
903.207,2,12
1091.5837,3,14
431.1889,9,1D
448.2663,10,1E
471.3746,7,1F
1279.94,7,10
1194.14,8,09
1219.16,9,08
343.23,8,1E
347.95,9,1F
355.27,6,1G
401.03,7,1F
427.87,8,1G
438.44,9,1H
354.86,10,1D
378.03,7,1E
387.38,8,1F
589.3557,13,1E
612.9221,14,1F
627.7518,7,1G
412.27,7,1E
453.32,7,1D
464.71,7,1E
434.89,2,1F
471.07,3,1G
482.86,4,1H
350.04,7,1C
394.35,7,1D
404.1,8,1E
400.58,9,1F
432.29,10,1G
432.29,7,1H
509.74,8,06
522.34,7,05
522.34,8,05
711.36,1,09
739.82,2,08
739.82,3,08
360.1395,13,1E
374.7655,14,1F
382.51016,7,1G
466.2089,9,1E
497.1089,10,1F
496.62628,7,1F
1125.996,6,14
1876.382,7,16
1905.4302,8,15
326.8087,1,1B
339.8073,2,1C
354.0995,3,1D
510.9006,8,1B
531.2328,7,1C
552.645,7,1D
378.8237,12,1F
430.0559,7,1G
447.5121,7,1H
559.7432,7,1A
554.8713,8,1B
575.4374,9,1C
312.9655,9,1F
425.9874,10,1E
443.43726,11,1F
465.8278,8,04
477.2093,9,03
496.24554000000006,10,02
958.2914,4,13
996.8855,5,12
1006.6809699999999,6,11
678.0284,5,09
695.0852,6,08
722.8416,7,07
382.8819,6,04
393.46,7,03
407.7104,8,02
1001.5823,1,13
1041.433,2,12
1051.7821,3,11
745.8848,5,12
764.5896,6,11
771.9764,7,10
408.9203,3,05
419.4778,4,04
436.11078,5,03
565.9026,6,04
579.7355,7,03
579.17267,6,02
435.64,6,1C
453.12,7,1D
471.82,7,1E
545.591,8,1A
533.3649,9,1B
552.7685,10,1C
268.58,8,1F
317.13,9,1G
328.75,10,1H
638.6,1,09
771.12,2,11
788.19,3,10
314.77,11,1F
352.57,12,1G
367.21,6,1H
478.0436,7,1D
490.2285,7,1E
514.9322,8,1F
230.85,9,1F
260.55,10,1G
272.94,11,1H
265.534,14,1E
276.1121,7,1F
289.62234,8,1G
925.5065,11,05
962.8955,12,04
1151.6671,7,06
847.1647,1,13
881.2989,2,12
880.4433,3,11
755.6389,6,07
785.8591,7,06
948.7894,7,08
500.065,14,03
491.10400000000004,15,02
513.3887,6,01
593.1,1,12
652.29,2,14
788.39,3,16
790.2263,0,14
800.7838,1,13
813.8155,2,12
579.4986,0,06
587.6047,1,05
587.0342,2,05
293.962,1,1A
305.3538,2,1B
320.47177,3,1C
906.6369,5,09
906.6369,6,08
936.6369599999999,7,07
566.706,1,13
589.4793,2,12
601.10065,3,11
305.08,11,1F
317.27,7,1G
333.53,8,1H
266.3374,4,06
254.9662,5,05
266.91232,6,04
327.3443,3,03
335.471,4,02
352.20612,5,01
233.15,1,02
242.5,2,01
254.7,3,1A
614.0036,8,11
660.3433,7,10
690.5619,8,09
805.9441,1,14
614.9203,4,04
630.3909,5,03
655.75085,6,02
661.3012,3,11
688.143,4,10
716.7294,5,09
982.1565,0,14
980.5497,1,13
987.7062400000001,2,12
319.46,9,1B
332.44,10,1C
321.83,6,1D
483.8013,11,05
495.9862,7,04
484.17537999999996,7,03
361.44,7,1B
375.79,7,1C
383.23,7,1D
449.6671,6,03
459.1534,7,02
480.63562,6,01
546.0236,9,08
546.0236,10,07
551.18384,11,06
446.4123,7,1E
464.3034,7,1F
463.85263,7,1F
970.7029,3,11
995.0830000000001,4,10
1029.8746,5,09
809.681,3,11
810.0202,4,10
841.34375,5,09
699.3494,1,07
716.4268,2,06
692.1877400000001,3,05
445.166,1,13
496.3879,2,12
506.4738,3,11
422.5987,5,07
433.1665,6,06
448.99387,7,05
911.3439999999999,2,12
947.9502,3,11
957.5771,4,10
640.7012,7,05
704.7054,8,07
703.79486,7,06
379.04,6,1F
495.35,7,1E
518.55,6,1F
276.7713,6,03
290.5939,7,02
287.87305,8,01
615.39,2,12
660.31,3,11
667.44,4,10
921.35,5,09
1023.81,6,11
1018.75,7,10
507.3368,5,1A
505.6785,6,1B
523.88446,7,1C
668.6245,4,10
685.7122,5,09
685.04645,6,08
316.828,6,1C
329.8472,7,1D
329.52695,8,1E
221.98,6,1F
248.8,7,1G
248.8,8,1H
533.8284,2,07
546.827,3,06
546.2961,4,05
605.2486,6,05
629.6287,7,04
629.0174,7,04
500.9508,6,02
513.1254,7,01
512.6272,7,1A
425.9977,1,05
477.2093,2,04
575.8284,3,06
553.3057,7,1A
552.4302,8,1B
572.56647,6,1C
356.586,14,1E
371.2017,7,1F
386.29688,8,1G
471.27,7,1E
465.09,8,1F
482.57,6,1G
478.8676,8,1F
498.3861,9,1G
518.2044,7,1H
632.317,7,05
647.7876,8,04
673.94354,7,03
666.7293,7,07
683.0033,8,06
710.76117,7,05
282.8895,12,02
290.2231,13,01
302.1144,14,1A
529.1838,15,1F
549.9174,16,1G
592.0234,17,1F
1032.4823,1,13
1073.9398,2,12
1067.2169999999999,3,11
482.8846,11,1E
495.0798,7,1F
494.59915,7,1G
672.3325,0,14
670.7051,1,13
664.3533,2,12
627.1155,1,06
652.0415,2,05
677.94635,3,04
467.87,7,1F
502.83,7,1G
502.83,7,1H
802.7,8,06
765.91,9,05
794.37,10,04
714.0063,6,08
731.8871,7,07
731.1765,7,07
367.4525,7,1F
379.6477,8,1G
397.14255,9,1H
470.6894,6,1D
489.3839,7,1E
514.0884,8,1F
966.08,1,13
990.07,2,12
1010.79,3,11
712.245,2,10
730.1258,3,09
726.9885,4,08
341.4347,9,1E
355.24699999999996,10,1F
373.57846,11,1G
199.9951,16,1F
225.1683,17,1G
247.70087999999998,6,1F
535.7442,7,06
535.7442,8,05
535.22406,9,05
368.2559,9,02
377.1963,10,01
394.70383,11,1A
176.81,17,1F
208.52,18,1G
219.5,19,1H
604.34,7,08
308.52,8,1F
326.4,9,1G
343.48,10,1H
293.1689,9,1A
300.4819,10,1B
311.5606,7,1C
358.52,1,1F
372.75,2,1G
392.26,3,1H
197.95,1,1F
205.67,2,1G
216.24,3,1H
355.49,1,02
369.71,2,01
388.82,3,1A
386.56,10,1F
402.01,11,1G
421.93,12,1H
241.33,1,1A
251.09,2,1B
264.09,3,1C
229.66,1,1F
239.41,2,1G
252.01,3,1H
226.0,1,1B
234.94,2,1C
247.13,3,1D
359.7893,8,1F
411.0112,9,1G
427.6524,7,1H
254.27,13,1F
292.47,14,1G
304.27,15,1H
437.3689,1,1D
461.7387,2,1E
479.99762000000004,3,1F
720.7219,6,06
738.6027,7,05
737.0830000000001,8,04
654.2251,2,12
670.221,3,11
683.64703,4,10
568.93,2,07
583.15,3,06
583.15,4,05
371.12,3,01
386.16,4,1A
386.16,5,1B
312.13,7,1F
349.44,7,1G
367.11,7,1H
467.8672,7,1D
479.2487,8,1E
498.28295999999995,7,1F
462.89,6,1B
481.24,7,1C
499.03,6,1D
582.1663,4,10
596.7923,5,09
626.2597,6,08
317.35,6,1E
326.38,7,1F
341.83,8,1G
420.8271,9,1F
445.5368,10,1G
465.98264000000006,7,1H
651.6398,5,08
677.6576,6,07
707.8491,7,06
879.0226,9,14
913.9911,10,13
932.5930000000001,6,12
355.27,9,03
355.27,10,02
373.56,7,01
351.1664,7,01
351.1664,8,1A
376.20975,9,1B
235.75,4,1D
252.01,5,1E
252.01,6,1F
335.35,13,1B
369.09,14,1A
369.09,7,1B
290.27,6,1D
297.54,7,1E
311.77,7,1F
365.4131,7,1B
401.9884,8,1A
400.7955,9,1B
482.8846,2,09
482.8846,3,08
482.41577,4,08
373.4986,8,1B
388.1452,9,1C
407.2679,10,1D
811.7842,5,09
832.1061,6,08
798.0101,7,07
412.22,7,01
422.38,8,1A
443.92,7,1B
483.9249,1,03
503.4228,2,02
515.1277,3,01
560.1449,4,10
573.9469,5,09
692.7948,6,11
270.4059,6,1F
311.0497,7,1G
322.12845,8,1H
891.7739999999999,6,08
854.3232,7,07
889.2001,8,06
405.08,7,04
405.08,8,03
425.81,9,02
316.24,1,1B
328.84,2,1C
342.66,3,1D
236.29,7,1E
271.66,7,1F
282.63,8,1G
404.8415,8,1A
404.8415,9,1B
440.99854000000005,10,1A
403.23,7,1A
413.4,7,1B
430.87,8,1C
584.2263,10,06
598.8626,11,05
609.6516,12,07
492.6387,5,09
492.6387,6,08
461.311,6,07
530.8723,1,09
551.9873,2,08
505.18755999999996,3,10
471.55,7,01
483.23,8,1A
483.39,9,1B
304.8491,5,1F
365.0114,6,1E
380.1023,7,1F
558.5072,6,02
572.3195,7,01
596.1408700000001,8,1A
562.1019,6,03
531.0989,7,02
550.85455,8,01
615.91,2,12
631.49,3,11
659.76,4,13
345.49,9,1F
359.31,7,1G
359.31,7,1H
529.1,10,04
555.67,11,06
582.36,12,05
642.0093,6,1E
639.63,7,1F
663.0053,8,1G
544.54,6,06
544.68,7,05
566.92,8,04
701.7699,7,05
718.9709,8,04
748.3917,7,03
522.9413,7,1D
543.531,8,1E
565.45605,7,1F
891.1148,7,06
891.1148,7,05
925.9868,6,04
691.8304,1,13
719.4859,2,12
726.9062,3,11
603.7036,6,08
603.9508,7,07
625.385,8,06
758.0903,3,11
758.0697,4,10
788.1831,5,09
409.91,6,1F
454.89,7,1G
473.45,8,1H
587.7695,13,06
602.3955,7,05
626.17737,7,04
604.8984,2,1F
604.8984,3,1F
700.2558,6,02
700.2558,7,02
263.3298,1,1F
288.9665,2,1G
300.86932,2,1H
424.4424,5,1F
450.4499,6,1G
459.7572,7,1H
465.1068,4,1C
483.7807,5,1D
495.50467000000003,6,1E
797.1067,3,08
817.4286,4,07
816.635,5,06
536.6197,1,12
557.7656,2,11
554.8059,3,10
348.3048,5,1C
371.8815,6,1D
379.63925,7,1E
327.1795,1,1A
