premio_effet_anno_incorso,eta_polizza,bonus_malus
323.19,13,1H
401.8442,6,1F
415.6668,7,1G
456.6702,6,1F
769.06,6,1B
845.89,7,1A
880.85,6,1B
437.6058,6,1E
483.9661,7,1F
483.49622,8,1F
264.18,11,1F
295.89,12,1G
309.71,13,1H
420.9713,7,1E
438.0693,8,1F
479.03036,7,1E
251.21,7,1D
276.41,8,1C
289.42,7,1D
468.4955,8,05
487.1797,9,04
486.7067,10,04
452.3657,6,08
463.7472,7,07
485.20437999999996,8,06
240.75,7,1F
269.6,8,1G
306.19,9,1F
438.26,10,1E
483.32,11,1F
483.32,12,1G
442.65,6,1C
460.56,7,1D
477.63,8,1E
288.21,10,1C
299.59,11,1D
311.79,12,1E
351.5699,8,1D
365.3925,9,1E
379.63925,10,1F
247.15,8,1C
253.25,9,1D
253.25,10,1D
256.5,14,1F
266.66,15,1G
278.05,16,1H
260.97,15,1F
271.54,16,1G
282.93,17,1H
356.3285,14,1F
370.9751,15,1G
386.02936,16,1H
300.348,12,1F
345.0706,13,1G
358.5139,14,1H
334.3586,11,1F
364.4449,12,1G
378.69257000000005,13,1H
846.9793,3,11
815.2656,4,10
844.5312,5,09
334.1114,10,1A
342.2484,11,1B
354.9021,12,1C
327.4782,17,1E
340.4871,18,1F
347.47272000000004,6,1G
314.4693,7,1F
333.1638,8,1G
374.27817000000005,7,1F
286.031,18,1F
297.4022,19,1G
333.67383,20,1F
352.46,6,1E
366.69,7,1F
381.73,6,1G
245.08,12,1F
305.28,13,1G
317.07,14,1H
586.09,7,07
600.65,8,06
623.41,6,05
433.8463,6,1A
450.9031,7,1B
467.53644,8,1C
316.622,6,1F
378.3499,7,1G
391.70944,8,1H
600.01,6,07
600.0,7,06
622.76,8,05
662.0119,5,09
678.2653,6,08
706.0174599999999,6,07
385.11,11,01
394.71,12,1A
409.75,13,1B
278.73,9,1F
312.18,10,1G
323.98,6,1H
341.46,16,1E
355.28,17,1F
370.32,18,1G
202.03,16,1F
226.42,17,1G
235.77,18,1H
532.7469,12,05
586.3893,13,07
610.197,14,06
242.68,9,1F
271.95,10,1G
283.33,11,1H
260.56,15,1D
288.21,16,1E
300.4,17,1F
202.46,8,1F
226.04,9,1G
235.39,10,1H
313.43,7,1F
383.35,8,1E
399.61,9,1F
382.3257,10,1F
391.2661,11,1G
405.51862,6,1H
462.8202,7,1F
509.1496,7,1G
508.65527000000003,8,1H
249.19,6,1B
255.28,7,1C
265.85,8,1D
230.1,12,1F
257.75,13,1G
268.72,14,1H
233.35,15,1F
251.65,16,1G
262.22,17,1H
328.88,14,1F
341.89,15,1G
341.89,16,1H
480.2272,7,1F
526.6493,8,1G
539.4223599999999,9,1H
512.0336,14,1D
532.3555,15,1E
470.93213,7,1F
583.9894,10,07
607.5455,11,06
632125.0,7,05
574.8224,3,09
574.5031,4,08
573.5852,5,07
288.4721,19,1F
323.4097,20,1G
336.9152,21,1H
284.83,10,1F
295.03,11,1G
306.36,12,1H
436.72,3,1D
434.54,4,1E
451.2,5,1F
489.86800000000005,11,1F
509.1702,12,1G
527.9284700000001,13,1H
542.2435,3,06
556.0661,4,05
555.52625,5,04
468.1247,11,1E
479.4959,12,1F
488.7956,13,1G
395.4273,3,01
405.1814,4,1A
404.78802,5,1B
270.4883,9,1F
303.0157,10,1G
316.541,7,1H
469.69,6,1A
481.29,7,1B
504.06,7,1C
325.28,6,1A
338.21,7,1B
354.07,8,1C
387.5478,7,1C
402.9978,8,1D
442.38766,9,1C
237.02,13,1F
265.47,7,1G
301.24,8,1F
494.194,5,09
1074.6917,4,10
1182.337,5,12
1205.9263,6,11
370.6661,10,1F
432.291,11,1G
452.16317999999995,12,1H
367.66,7,1B
498.0256,13,02
517.1012,14,01
618.1203,15,03
376.28,3,1C
391.45,4,1D
411.37,5,1E
244.79,6,1D
519.0479,12,1E
540.3380000000001,13,1F
561.7414,14,1G
503.464,4,1D
515.6695,5,1E
561.4635599999999,6,1D
436.61699999999996,7,1D
446.7213,8,1E
467.41295999999994,9,1F
461.24,3,01
472.72,4,1A
496.71,5,1B
841.03,5,11
865.02,6,08
900.14,7,07
610.1308,6,05
625.5808,7,04
650.9454,7,03
356.94,7,1C
371.16,8,1D
386.61,9,1E
509.37,21,1F
521.98,22,1G
541.89,23,1H
424.48,16,1F
421.85,17,1G
437.71,18,1H
268.68,9,1F
308.93,10,1G
321.52,11,1H
494.1425,7,1E
513.661,8,1F
513.1623,9,1G
295.2,8,1E
317.1,9,1F
317.1,10,1F
459.1843,8,04
459.1843,9,03
478.23804,10,02
295.14,18,1F
306.94,19,1G
319.94,20,1H
296.32,9,1F
303.64,10,1G
316.24,11,1H
291.7166,21,1F
303.0878,22,1G
302.79355,23,1G
278.88,15,1E
285.79,7,1F
297.59,8,1G
646.5104,6,07
609.8836,7,06
631.98096,6,05
318.6717,14,1F
366.6388,7,1G
366.28283999999996,8,1G
401.8442,3,1D
411.588,4,1E
411.1884,5,1F
174.37,7,1F
200.0,8,1G
208.11,9,1H
314.27,7,1D
350.85,8,1E
365.49,7,1F
399.98,7,1F
415.83,8,1G
433.31,9,1H
648.75,9,1C
674.77,10,1D
682.9,11,1E
314.59,8,1E
361.75,9,1F
401.59,10,1E
398.3628,8,1E
414.6265,9,1F
431.2642,10,1G
460.97,8,1D
479.27,9,1E
499.59,10,1F
525.5884,11,1C
538.6076,12,1D
560.82556,13,1E
318.27,6,1F
330.87,7,1G
344.69,8,1H
365.42,5,1C
442.25,6,1B
460.95,6,1C
376.4444,6,1C
422.7841,7,1D
439.42416,8,1E
364.8878,6,1F
408.7864,7,1G
425.45035,7,1H
240.65,8,1F
272.76,9,1G
283.74,10,1H
316.26,13,1F
421.13,14,1E
438.21,6,1F
394.9638,6,1E
410.4138,7,1F
427.07617,7,1G
406.6131,13,1F
420.9507,14,1G
436.46063,15,1H
416.1097,7,1F
432.3631,8,1G
449.80675999999994,7,1H
274.79,9,1C
307.72,10,1D
320.73,11,1E
262.8251,10,1C
273.3826,7,1D
284.48764,8,1E
324.0,13,01
332.14,14,1A
345.96,15,1B
893.48,3,11
915.83,4,10
950.79,5,09
300.6467,14,1E
338.0563,15,1F
351.5167,16,1G
248.22,19,1E
257.98,20,1F
268.95,21,1G
678.7082,4,13
695.7856,5,12
703.2289,6,11
416.66,10,1E
433.33,11,1F
451.62,12,1G
224.24,21,1E
256.13,22,1F
265.89,23,1G
228.18,8,1F
243.76,9,1G
254.07,10,1H
445.11,7,1C
462.99,8,1D
482.5,9,1E
251.22,19,1F
274.39,20,1G
285.77,7,1H
523.58,7,1D
536.58,7,1E
558.94,8,1F
516.2669,7,1D
536.5269999999999,8,1E
557.9238,6,1F
596.7408,7,1A
611.3256,8,1B
635.9117,6,1C
363.1883,9,1F
371.9639,7,1G
390.88622999999995,7,1H
274.7834,6,1F
295.1053,7,1G
310.2435,8,1H
389.7108,4,1D
407.5813,5,1E
422.6103,6,1F
425.63,8,1D
442.71,9,1E
419.95,10,1F
368.94599999999997,6,1B
383.5823,7,1C
402.70944,8,1D
307.91,7,1E
342.07,8,1F
356.29,9,1G
498.3449,8,01
486.1497,9,1A
503.53085,10,1B
365.06,19,1C
395.96,20,1D
416.28,21,1E
469.91,7,1C
481.7,8,1D
502.03,9,1E
244.74,11,1E
274.0,12,1F
285.39,13,1G
363.82,6,1F
413.82,7,1G
431.3,8,1H
138.23,15,1F
154.9,16,1G
154.9,17,1G
307.9906,8,1F
320.1652,9,1G
333.67383,10,1H
319.5266,7,1D
357.7499,8,1E
372.0041,9,1F
406.7058,9,03
422.9798,10,02
440.44287,11,01
433.8051,3,1D
463.0159,4,1E
482.0968,5,1F
397.56,13,1B
413.41,14,1C
430.89,15,1D
278.07,8,1F
311.41,9,1G
324.41,10,1H
298.78,10,1F
334.55,11,1G
348.78,12,1H
274.0,11,1D
296.37,12,1E
308.96,13,1F
193.92,12,1F
223.19,7,1G
232.55,7,1H
397.56,8,06
413.41,7,05
430.89,8,04
368.5031,6,1F
387.1976,7,1E
401.45407,6,1F
267.6867,7,1B
274.2066,8,1C
287.72897,9,1D
291.03,3,02
298.36,4,01
298.36,5,1A
445.7428,8,1A
473.3983,9,1B
497.2951,7,1C
693.45,7,06
710.94,8,05
744.27,9,04
438.4813,3,1B
456.3621,4,1C
455.91904000000005,5,1D
302.9127,13,1F
339.4983,14,1G
352.95727999999997,15,1H
562.8229,11,05
553.8825,12,04
636.9922,6,06
632.0389,10,04
647.5095,11,03
680.17926,12,02
250.2385,14,1F
259.9926,15,1G
266.25375,16,1H
380.9,9,1D
420.26,10,1E
435.62,11,1F
841.7469,3,14
862.5632,4,13
867.88947,5,12
379.5859,5,1C
395.005,6,1D
410.7665,7,1E
646.5722,10,1A
662.8256,11,1B
678.43,12,1C
279.04,6,1E
288.64,7,1F
299.21,8,1G
421.8056,7,1F
438.8727,8,1G
457.14355,9,1H
399.022,13,1A
408.7864,14,1B
425.47092000000004,7,1C
755.1651,11,05
773.8699,12,04
805.6041,13,03
392.5227,14,1E
402.2665,15,1F
418.94705,16,1G
263.83,8,1F
267.01,9,1G
277.28,10,1H
286.2,22,1F
297.59,23,1G
310.18,24,1H
339.6631,6,1F
353.5063,7,1G
367.7852,7,1H
254.3276,20,1F
276.2872,21,1G
287.3894,22,1H
295.55,7,1C
313.84,8,1D
326.85,9,1E
329.9296,10,1B
342.9488,11,1C
342.61584,12,1C
488.4672,9,1D
537.248,10,1C
550.515,6,1D
310.4008,6,1F
372.1905,7,1G
379.94797,7,1H
400.6185,10,1F
414.4514,11,1G
422.99102999999997,12,1H
581.73,13,1F
626.85,14,1G
626.85,7,1H
367.51,11,1E
391.89,12,1F
401.65,6,1G
502.3413,4,02
514.5365,5,01
535.1417,6,1A
304.85,21,1F
350.72,22,1G
368.52,23,1H
1404.86,3,14
1439.82,4,13
1469.9,5,12
963.0397,4,12
479.0942,7,02
491.2791,8,01
511.1146,7,1A
317.5593,4,1C
365.5264,5,1D
365.1715,6,1D
320.3094,9,1E
358.5327,10,1F
376.03775,11,1G
308.3408,3,1A
315.6641,4,1B
315.35764,5,1C
781.1417,7,07
800.6705,8,06
799.8931,9,06
307.1666,8,1F
342.9282,9,1G
261.7436,11,1F
298.3395,12,1G
310.2435,7,1H
322.74,7,1F
335.75,8,1G
344.28,9,1H
306.5,7,1E
318.7,8,1F
326.83,7,1G
805.0995,8,06
825.4317,9,05
824.6303,10,05
386.8268,8,04
396.5912,9,03
416.51862,10,02
279.29,7,1F
290.27,8,1G
290.27,9,1G
673.826,3,03
690.8828,4,02
725.1568599999999,5,01
328.26099999999997,6,02
344.5247,7,04
344.19022,7,04
378.4117,7,1D
384.9213,8,1E
402.41104,9,1F
264.65,16,1F
275.22,17,1G
289.45,18,1H
446.3917,14,02
464.2828,15,01
463.83203,16,1A
541.4298,5,01
523.5387,6,1A
533.58795,6,1B
278.1,18,1B
279.7,19,1C
289.86,20,1D
601.6878,8,03
616.3052,9,02
641.341,10,01
587.7798,6,1F
611.3462,7,1G
631.0445599999999,8,1H
426.7084,3,1D
443.7755,4,1E
443.34464,5,1F
519.09,3,05
539.82,4,04
561.77,5,03
376.2899,9,1F
421.8056,10,1G
421.3961,7,1H
274.0,11,1C
289.86,12,1D
301.65,13,1E
456.89,11,01
468.27,12,1A
492.26,13,1B
450.2542,11,1D
553.5014,12,1C
575.7358,13,1D
576.11,10,03
599.2604,7,02
623.0944,7,01
494.08,3,01
488.19,4,1A
506.08,5,1B
362.4879,7,1F
408.8276,8,1G
425.5018,7,1H
289.3991,3,1D
300.7806,4,1E
300.4886,5,1E
271.7861,8,1F
313.2436,9,1G
312.93948,7,1H
405.69,13,1D
421.95,14,1E
421.95,15,1E
699.164,3,11
699.164,4,10
727.7191,5,09
452.87,10,1C
464.25,11,1D
483.76,7,1E
369.4404,8,1E
388.1452,7,1D
387.76837,6,1D
759.32,11,1A
835.34,12,01
835.34,13,1A
383.16,3,1A
398.61,4,1B
398.23328,5,1C
835.227,7,07
835.4021,8,06
870.5031,9,05
580.3432,6,08
580.6934,7,07
609.6619,8,06
361.59,9,1E
406.56,10,1F
423.09,11,1G
267.75,10,1F
278.35,11,1G
292.63,12,1H
268.9536,10,1F
273.8461,11,1G
286.56622000000004,12,1H
487.16,16,03
487.4,17,02
510.16,18,01
386.46,6,1D
388.18,7,1E
406.47,8,1F
289.2755,10,1E
300.6673,11,1F
315.82068,12,1G
404.9239,9,02
414.6677,10,01
435.41107,11,1A
393.9647,11,1F
440.3044,12,1G
439.87692000000004,13,1H
774.3406,6,11
851.18,7,13
845.4844400000001,8,12
338.1902,11,1D
351.9922,12,1E
351.65045,7,1F
410.97,9,02
421.5275,7,01
438.17908,8,1A
419.0555,6,03
429.6336,7,02
438.1482,8,01
364.0638,11,1B
362.4467,12,1C
369.38013,13,1D
534.0241,7,07
547.3008,8,06
574.645,9,05
331.27,12,1C
344.69,13,1D
362.17,7,1E
502125.0,3,11
514.3202,4,10
534.9462,5,09
395.7466,7,01
411.1863,8,1A
431.90216,9,1B
480.04,3,1B
504.08,4,1A
522.79,5,1B
289.03,11,1B
296.34,12,1C
308.94,13,1D
437.4,9,05
448.37,10,04
467.07,7,03
263.84,11,1E
270.35,12,1F
281.73,13,1G
455.5278,6,1F
473.4292,7,1G
492.44852000000003,8,1H
330.08,15,1B
343.09,16,1C
343.09,17,1D
344.71,9,1A
358.54,10,1B
373.58,11,1C
410.12,10,04
426.38,11,03
426.38,12,03
390.4421,13,01
378.2572,14,1A
392.52234,15,1B
259.1995,9,1F
290.0892,10,1G
326.36792,11,1F
339.45,13,1A
348.0,14,1B
356.53,15,1C
424.36,12,1E
441.4271,13,1F
482.41577,14,1E
330.27,11,1A
327.87,12,1B
340.07,13,1C
501.301,6,1F
523.7859,7,1G
542.4991,6,1H
355.24699999999996,13,1A
373.1278,14,1B
381.69727,6,1C
302.3256,6,1F
347.8413,7,1G
362.13596,8,1H
351.1785,12,1F
408.1066,13,1G
423.1351,14,1H
497.5827,17,04
510.0457,18,03
530.88165,7,02
487.3445,7,1D
506.5849,8,1E
547.29425,7,1D
297.78,7,1F
308.27,8,1G
320.06,7,1H
334.78,16,1C
343.32,17,1D
343.32,18,1E
444.51,11,1C
462.39,7,1D
457.52,7,1E
722.7201,3,11
722.7201,4,10
692.8051,5,09
387.16,9,1F
447.22,10,1G
463.89,11,1H
917.0502,7,10
939.8132,8,09
962.4546,7,08
461.7387,14,02
480.4641,15,01
492.1604,16,1A
270.15,10,1F
289.25,11,1G
301.44,12,1H
298.76,7,02
310.55,7,01
326.81,7,1A
421.51,7,04
432.07,8,03
454.43,9,02
234.37,14,1F
243.72,7,1G
256.32,6,1H
934.6426,3,11
958.2193,4,10
957.289,5,10
684.7028,6,03
661.1261,7,02
684.8304,8,01
448.35900000000004,10,1B
459.8641,11,1C
478.20718,12,1D
273.56,3,1D
313.4,4,1E
313.4,5,1F
454.1476,6,1F
472.0284,7,1G
491.06967000000003,8,1H
487.0252,7,1C
506.5437,8,1D
532.04443,9,1E
388.82,10,01
381.51,11,1A
435.16,7,01
730.4,3,11
460.31,2,12
447.13,3,11
455.27,4,10
459.4315,5,1F
470.8233,6,1G
490.67865,7,1H
408.3641,7,1B
424.6278,8,1C
446.1538,9,1D
409.84,14,1D
410.12,15,1E
429.22,16,1F
272.16,9,1D
277.19,10,1E
290.2,6,1F
309.88,11,1D
322.13,7,1E
338.46,8,1F
289.5536,2,1D
295.2289,3,1E
308.77203,4,1F
259.5497,6,1D
264.4216,7,1E
276.35852,6,1F
268.7476,6,1D
304.5195,7,1C
318.85623,6,1D
580.8582,2,1B
580.8582,3,1B
477.5801,11,03
477.3432,7,02
476.6431,8,01
327.87,13,1E
336.0,14,1F
350.23,7,1G
458.7208,11,1D
446.9067,12,1E
463.10144,13,1F
288.07,6,1F
348.19,7,1G
361.2,6,1H
314.88,6,1F
325.83,7,1G
338.03,6,1H
308.71,9,1F
346.56,10,1G
359.58,7,1H
279.94,6,1F
287.62,7,1G
298.6,6,1H
408.52,12,1F
424.78,13,1G
444.7,14,1H
688.3902,7,10
705.4676,7,09
704.78265,8,09
409.0233,9,04
406.7161,10,03
421.18,11,02
336.7276,6,1C
350.5399,7,1D
363.18555,8,1E
584.7413,9,08
579.0557,10,07
599.6086,11,06
355.11,3,03
364.05,4,02
364.05,5,01
703.4797,10,05
731.9489,11,04
765.3187,12,03
844.8472,5,13
1306.524,3,10
592.7856,7,07
607.9884,8,06
632.3308,7,05
370.6,6,1F
383.64,7,1G
397.86,8,1H
420.343,7,1E
437.4307,7,1F
454.85916,7,1G
793.44,9,08
789.21,10,07
818.47,11,06
582.75,8,12
582.75,9,11
589.66,10,10
265.24,7,1D
291.67,8,1C
303.86,9,1D
244.23,8,1F
277.56,7,1G
289.35,7,1H
325.83,12,02
338.84,13,01
353.07,14,1A
246.56,10,1F
270.95,11,1G
270.95,12,1H
322.8226,20,1A
335.8315,21,1B
349.32492,22,1C
445.73,13,1A
456.71,7,1B
456.71,8,1C
405.89,6,1F
451.02,7,1G
470.12,8,1H
312.42,13,1D
325.03,14,1E
325.03,15,1F
752.1060000000001,3,11
752.1060000000001,4,10
760.3075,5,09
348.17,7,1E
362.0,8,1F
362.0,7,1G
272.4453,8,1F
302.5213,9,1G
315.22385,10,1H
333.13,12,1C
383.13,13,1D
399.39,14,1E
310.37,6,01
318.08,7,1A
331.51,7,1B
929.3072,7,10
887.0257,8,09
919.46295,9,08
497.76,9,08
510.37,10,07
531.91,11,06
344.54,12,1F
386.81,13,1G
403.07,14,1H
670.95,3,11
697.79,4,10
727.05,5,09
417.7,3,1C
434.37,4,1D
434.37,5,1E
376.4753,8,1F
391.1013,9,1G
406.9695,7,1H
380.5747,7,01
396.0041,7,1A
411.88812,7,1B
259.74,11,1F
274.37,12,1G
274.37,13,1G
709.8245,6,08
727.7053,7,07
757.8688,8,06
380.4717,9,1F
395.9114,10,1G
395.527,11,1H
374.78,7,1E
385.65,8,1F
400.28,7,1G
312.02,6,1F
324.63,7,1G
338.45,8,1H
238.84,8,1F
274.62,9,1G
286.0,7,1H
264.21,12,1F
298.36,13,1G
310.95,14,1H
374.8479,12,1F
419.5602,13,1G
437.02657999999997,6,1H
353.04,7,1E
398.17,8,1F
398.17,9,1G
197.54,3,1D
202.42,4,1E
202.42,5,1F
382.08,16,1D
397.51,17,1E
372.31,7,1F
570.414,8,1B
585.0503,9,1C
625.89954,6,1B
356.586,13,1F
363.0853,14,1G
376.55225,15,1H
341.1257,9,1F
364.723,10,1G
379.7936,11,1H
260.54,6,1F
307.52,7,1G
319.32,6,1H
290.5,16,1F
296.16,17,1G
307.57,18,1H
379.56,7,1F
381.38,8,1G
396.01,6,1H
313.8,11,1F
326.4,12,1G
343.48,13,1H
284.5272,15,1F
286.1443,16,1G
299.69626,17,1H
446.3093,8,11
446.3093,9,10
469.41953,10,09
340.07,10,1E
374.21,11,1D
373.81,12,1E
369.8833,10,1C
378.8237,11,1D
374.41193,12,1E
268.3665,7,1F
278.9549,8,1G
290.04422,9,1H
318.52,9,1F
340.07,10,1G
354.29,11,1H
226.6,11,1F
260.56,12,1G
271.37,7,1H
199.3,12,1E
473.5013,7,1C
485.7068,8,1D
505.55798,9,1E
356.7199,7,1A
415.2445,7,01
414.84134,7,01
573.1229,5,09
595.9168,6,08
609.95,7,07
725.3672,4,10
743.248,5,09
742.5264,6,08
548.5677,7,02
562.38,8,01
584.5749,7,1A
498.5406,4,05
518.8728,5,04
539.4738,6,03
470.5246,11,1D
481.1027,12,1E
498.50934000000007,6,1F
411.1863,6,03
401.4219,7,02
415.63367,6,01
686.7319,6,08
356.9671,3,02
342.3514,4,01
355.005,5,1A
344.87,4,01
352.75,5,1A
365.68,6,1B
415.7801,6,06
398.7027,7,05
417.02283,7,04
382.3051,8,1B
397.7448,9,1C
413.62714,10,1D
656.71,7,06
672.96,7,05
700.61,7,04
590.2312,7,05
604.8469,8,04
628.63666,7,03
401.6897,10,1C
417.9431,11,1D
434.59814000000006,7,1E
737.5727,4,09
362.1274,6,1D
366.2062,7,1E
382.8909,8,1F
356.586,15,1F
371.2017,16,1G
370.8413,17,1H
415.4402,7,1F
496.4291,8,1E
516.7021,7,1F
486.6647,5,05
498.8702,6,04
518.68805,7,03
384.03,7,1F
429.15,8,1G
429.15,7,1G
341.1257,13,01
349.2627,14,1A
363.556,15,1B
372.8497,13,1C
381.7798,14,1D
381.40915,15,1D
565.264,6,08
622.1612,7,10
647.5291,8,09
393.9441,12,1F
440.3044,13,1G
439.87692000000004,14,1H
319.1,3,1F
328.44,4,1G
344.29,5,1H
249.55,7,1F
264.59,7,1G
264.59,7,1F
836.257,5,11
836.257,6,10
835.4451,7,10
297.77,6,1F
327.46,7,1G
342.91,6,1H
367.05,10,1D
370.3,11,1E
387.78,7,1F
323.19,2,1B
334.37,3,1C
350.23,4,1D
477.8479,11,02
462.3876,12,01
483.87695,13,1A
374.4668,9,01
389.1031,10,1A
408.22488,11,1B
250.0634,12,1B
259.0244,13,1C
270.94597999999996,14,1D
257.84,8,1D
263.95,9,1E
276.55,7,1F
277.7498,7,1F
288.6884,8,1G
303.3492,7,1H
268.7785,16,1B
279.3463,17,1C
292.88428,18,1D
470.504,10,02
451.0061,11,01
471.68332000000004,12,1A
307.92,15,1F
320.12,16,1G
333.53,17,1H
248.16,10,1E
257.91,11,1F
268.89,12,1G
332.31,8,02
316.87,9,01
329.06,7,1A
184.75,11,1F
202.64,12,1G
202.64,7,1G
244.51,8,1F
266.06,9,1G
276.22,10,1H
729.961,5,04
747.9860000000001,6,03
783.1204,7,02
276.3593,8,1F
309.6798,9,1G
324.80386,7,1H
173.15,10,1F
204.46,11,1G
212.99,12,1H
152.543,7,1F
179.6629,8,1G
186.82523999999998,6,1H
369.0902,5,1D
383.7162,6,1E
399.60187,7,1F
496.3261,6,04
508.5213,7,03
529.15295,8,02
437.38,3,05
454.86,4,04
454.86,5,04
428.4285,5,1A
470.71,6,1B
489.75255999999996,7,1C
686.1448,4,10
703.2016,5,09
702.51886,6,09
1161.737,3,12
1117.8693,4,11
1125.7157,5,10
837.6166,6,08
870.9474,7,07
905.8184,8,06
363.384,8,01
372.3244,9,1A
387.39792,10,1B
541.7491,9,08
499.1895,7,01
485.3463,8,1A
502.73852999999997,9,1B
292.21,12,1F
346.14,13,1G
359.14,6,1H
234.94,15,1B
240.63,16,1C
253.23,17,1D
247.1176,4,1D
256.8923,5,1E
256.64288,6,1F
389.34,9,1F
404.79,10,1G
404.79,6,1H
543.21,7,1C
564.75,8,1D
587.92,7,1E
381.2648,11,1D
426.8114,12,1E
444.25018,13,1F
495.9862,6,1F
500.6212,7,1G
518.7806400000001,7,1H
419.33,7,1A
418.11,8,1B
433.56,6,1C
223.97,5,1E
244.7,6,1F
231.7,7,1G
290.47,12,1C
302.26,13,1D
318.11,7,1E
276.3902,10,1F
295.0847,11,1G
294.79822,12,1H
339.0039,2,1E
343.0415,3,1F
358.97693,4,1G
310.62,14,1F
370.53,15,1G
370.53,16,1G
482.5,6,06
494.7,7,05
515.43,8,04
385.5908,3,02
509.1496,8,02
522.1585,9,01
543.6001,8,1A
441.26,7,1A
452.23,8,1B
475.41,9,1C
311.3484,7,1C
305.6628,7,1D
319.9984,7,1E
239.0012,18,1F
257.6854,19,1G
270.44177,6,1H
307.0018,15,1B
305.3641,16,1C
319.67944,17,1D
369.9657,7,04
370.7897,8,03
387.46994,7,02
228.4231,7,1F
237.3738,7,1G
249.3164,8,1H
215.03,27,1F
228.44,7,1G
240.23,8,1H
669.4176,8,07
478.2599,4,07
1029.9382,3,18
539.98,5,09
311.68,17,1C
319.41,18,1D
299.09,19,1E
271.52,9,1D
272.34,10,1E
282.5,11,1F
668.6039,8,03
595.8035,15,03
263.0826,13,1D
269.5819,14,1E
283.11905,15,1F
300.7806,15,1F
312.9655,16,1G
328.93015,17,1H
444.3832,11,03
454.1476,12,02
470.74692000000005,13,01
520.51,6,01
509.17,7,1A
527.87,6,1B
789.9069999999999,4,13
789.1036,5,12
794.02783,6,11
327.97,8,1C
339.25,9,1D
351.85,10,1E
466.3428,8,06
477.7243,9,05
496.76004000000006,10,04
921.9942,3,09
904.9271,4,08
895.9091,5,07
510.8724,10,1A
532.0296,11,1B
548.10724,6,1C
403.41,7,03
387.46,8,02
402.31,6,01
439.3465,7,1C
450.2542,8,1D
468.84326,9,1E
381.2648,7,1A
380.4717,8,1B
394.70383,9,1C
364.7,16,01
357.3,17,1A
370.71,7,1B
383.7162,13,01
369.0902,14,1A
382.51016,7,1B
499.6633,11,1F
519.9955,12,1G
538.9799,13,1H
435.14,7,1B
440.36,7,1C
456.62,6,1D
369.8833,2,1C
382.8819,3,1D
400.40448,4,1E
392.66,3,01
402.42,4,1A
419.09,5,1B
511.3538,3,02
524.3627,4,01
544.9687,5,1A
478.8161,3,04
491.0216,4,03
510.85733,5,02
383.7162,17,1F
430.0559,18,1G
429.63837,19,1G
481.2675,14,1A
493.4627,15,1B
477.56917999999996,16,1C
449.5641,5,1E
467.4449,6,1F
486.49062999999995,7,1G
239.25,11,1B
249.01,12,1C
235.6,7,1D
264.1847,19,1D
274.7628,20,1E
289.11813,21,1F
402.9257,3,09
419.1791,4,08
440.70013,5,07
261.68,4,1B
275.1,5,1C
275.11,6,1D
273.71,14,1D
290.79,15,1E
290.79,16,1F
135.65,15,1F
160.04,16,1G
168.17,17,1H
675.19,3,11
692.26,4,10
692.26,5,09
236.93,2,1A
243.89,3,1B
317.46,20,1E
344.29,21,1F
344.29,22,1F
316.9413,8,1D
329.9502,9,1E
329.62985,7,1E
376.91,2,1B
380.87,3,1C
389.01,4,1D
252.5251,2,1F
262.2586,3,1G
262.00397000000004,4,1H
293.8899,15,1E
301.2029,16,1F
312.2809,6,1G
377.64,6,1F
391.83,7,1G
391.83,6,1G
275.88,8,1F
336.14,9,1G
348.74,6,1H
318.16,8,1C
330.76,9,1D
370.6,10,1C
426.2861,7,1C
315.27,18,1D
329.9,19,1E
342.09,20,1F
426.8114,7,03
443.8682,8,02
454.8077,9,01
359.5,23,1F
366.08,24,1G
383.15,25,1H
368.7915,7,1F
373.6634,8,1G
391.16406,7,1H
281.09,9,1F
281.1,10,1G
294.1,7,1H
227.29,3,1D
226.65,4,1E
237.22,5,1F
234.63400000000001,7,1F
242.771,8,1G
266.91232,9,1F
310.2463,6,1F
320.8038,7,1G
335.93762000000004,7,1H
769.5851,4,13
777.7221,5,12
789.9633,6,11
482.8846,7,01
476.3853,8,1A
493.78622,6,1B
526.8656,2,07
538.2574,3,06
562.9144,4,05
530.2234,8,1F
546.4768,9,1G
545.9462,7,1G
263.0517,4,1F
298.8236,5,1G
305.03677000000005,6,1H
362.663,12,1C
371.6034,13,1D
380.17435,14,1E
320.3609,7,01
320.3609,8,1A
328.18927,7,1B
278.9034,5,1E
287.0198,6,1F
292.4521,7,1G
240.04,5,1B
235.32,6,1C
240.2,7,1D
504.4013,5,07
512.5383,6,06
522.5982,7,05
423.9892,22,01
441.046,7,1A
451.97797,7,1B
596.7202,4,10
581.2702,5,09
592.8892,6,08
350.7768,5,1E
364.5891,6,1F
373.16684,7,1G
409.837,5,1A
411.4644,6,1B
419.99664,6,1C
276.06,5,1B
291.43,6,1C
297.52,7,1D
580.8891,5,09
571.1144,6,08
582.76385,7,07
508.86,5,1F
529.08,6,1G
521.68,7,1H
369.1829,8,1F
382.2021,9,1G
395.61963,6,1H
254.86,17,1E
265.03,18,1F
276.0,19,1G
356.87,6,1F
356.87,7,1F
640.37,6,05
622.07,7,04
645.24,6,03
458.1955,6,1C
532.9838,9,1F
554.1297,7,1G
567.4112,8,1H
312.9861,12,1F
360.1395,13,1G
368.75244,7,1H
520.3663,8,1F
566.706,9,1G
